dataset_id,distance_function,mask,prealign,preprocess,feature_extractor,postprocess,postalign,id_m,id_p,side_m,side_p,finger_m,finger_p,trial_m,trial_p,camera_m,camera_p,distance
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,9,left,left,index,index,1,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,18,left,left,index,index,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,13,right,right,index,index,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,9,right,right,middle,middle,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,8,left,left,index,index,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,15,right,right,index,index,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,18,left,left,middle,middle,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,6,left,left,index,index,2,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,17,right,right,middle,middle,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,7,right,right,middle,middle,3,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,8,right,right,index,index,4,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,4,left,left,index,index,1,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,6,left,left,middle,middle,4,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,13,left,left,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,14,right,right,middle,middle,5,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,18,19,right,right,index,index,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,19,right,right,middle,middle,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,6,left,left,index,index,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,15,left,left,middle,middle,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,17,left,left,index,index,2,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,15,left,left,index,index,3,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,10,left,left,middle,middle,5,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,9,right,right,index,index,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,9,right,right,index,index,1,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,11,left,left,middle,middle,1,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,12,right,right,index,index,2,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,16,right,right,index,index,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,15,16,left,left,middle,middle,1,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,12,right,right,index,index,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,17,19,left,left,index,index,1,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,5,right,right,middle,middle,2,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,19,right,right,middle,middle,4,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,18,right,right,index,index,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,15,right,right,middle,middle,1,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,19,left,left,middle,middle,3,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,14,right,right,middle,middle,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,15,17,left,left,index,index,4,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,16,right,right,index,index,4,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,19,right,right,index,index,4,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,15,left,left,index,index,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,15,right,right,middle,middle,5,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,7,right,right,index,index,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,6,left,left,middle,middle,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,17,19,left,left,index,index,5,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,13,right,right,index,index,2,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,12,right,right,middle,middle,4,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,16,right,right,index,index,1,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,13,left,left,index,index,4,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,12,left,left,index,index,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,6,right,right,middle,middle,4,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,13,left,left,index,index,1,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,18,right,right,index,index,4,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,11,right,right,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,11,right,right,index,index,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,10,right,right,middle,middle,3,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,10,left,left,middle,middle,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,7,right,right,middle,middle,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,9,right,right,index,index,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,19,left,left,index,index,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,16,left,left,index,index,3,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,16,left,left,index,index,4,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,8,right,right,middle,middle,4,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,17,left,left,middle,middle,5,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,8,right,right,index,index,2,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,17,right,right,index,index,2,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,18,left,left,middle,middle,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,5,right,right,middle,middle,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,7,right,right,middle,middle,4,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,16,17,left,left,index,index,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,17,left,left,middle,middle,5,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,19,right,right,index,index,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,17,left,left,middle,middle,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,18,left,left,index,index,1,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,13,left,left,middle,middle,4,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,13,left,left,middle,middle,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,16,right,right,middle,middle,5,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,17,left,left,middle,middle,2,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,5,left,left,middle,middle,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,18,left,left,index,index,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,7,left,left,index,index,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,13,right,right,index,index,2,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,19,left,left,index,index,4,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,9,left,left,middle,middle,5,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,13,right,right,index,index,3,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,16,19,right,right,middle,middle,5,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,16,left,left,index,index,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,11,18,right,right,middle,middle,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,10,left,left,index,index,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,14,left,left,middle,middle,4,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,13,right,right,middle,middle,3,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,19,right,right,middle,middle,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,9,right,right,index,index,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,9,right,right,middle,middle,5,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,13,right,right,index,index,2,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,15,right,right,middle,middle,4,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,13,right,right,index,index,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,16,right,right,middle,middle,2,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,12,right,right,index,index,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,4,left,left,middle,middle,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,15,right,right,index,index,4,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,11,left,left,index,index,4,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,11,left,left,middle,middle,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,9,left,left,index,index,2,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,18,left,left,index,index,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,10,right,right,middle,middle,3,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,11,left,left,index,index,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,6,right,right,index,index,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,14,right,right,middle,middle,2,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,8,left,left,middle,middle,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,13,left,left,middle,middle,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,12,right,right,index,index,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,7,right,right,middle,middle,4,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,9,left,left,index,index,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,5,right,right,middle,middle,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,17,right,right,middle,middle,1,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,17,left,left,index,index,1,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,19,right,right,index,index,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,12,right,right,index,index,5,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,10,left,left,middle,middle,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,13,right,right,index,index,2,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,12,right,right,index,index,1,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,10,right,right,index,index,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,10,left,left,index,index,2,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,17,19,left,left,middle,middle,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,7,left,left,index,index,1,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,8,left,left,middle,middle,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,17,left,left,index,index,3,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,19,right,right,middle,middle,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,18,left,left,middle,middle,1,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,15,right,right,middle,middle,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,10,right,right,index,index,1,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,12,left,left,index,index,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,1,right,right,middle,middle,4,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,16,right,right,index,index,1,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,15,17,right,right,index,index,2,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,5,right,right,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,11,left,left,middle,middle,3,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,16,right,right,index,index,2,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,6,right,right,middle,middle,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,6,left,left,middle,middle,3,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,14,right,right,index,index,5,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,12,left,left,index,index,2,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,12,left,left,index,index,1,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,7,right,right,middle,middle,2,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,19,left,left,index,index,4,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,14,left,left,index,index,2,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,7,right,right,index,index,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,16,left,left,index,index,3,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,13,right,right,index,index,4,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,11,left,left,middle,middle,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,19,right,right,index,index,5,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,17,left,left,middle,middle,2,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,16,19,left,left,middle,middle,4,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,18,left,left,middle,middle,5,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,15,19,right,right,middle,middle,4,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,14,left,left,index,index,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,15,right,right,middle,middle,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,12,right,right,index,index,2,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,12,left,left,middle,middle,3,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,11,right,right,index,index,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,19,right,right,middle,middle,2,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,4,left,left,middle,middle,3,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,14,left,left,middle,middle,2,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,6,right,right,index,index,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,18,left,left,index,index,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,17,left,left,index,index,1,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,15,17,right,right,index,index,1,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,10,left,left,middle,middle,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,16,right,right,middle,middle,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,15,left,left,index,index,1,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,18,right,right,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,14,right,right,middle,middle,3,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,17,left,left,index,index,4,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,7,right,right,middle,middle,4,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,18,left,left,index,index,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,11,13,right,right,middle,middle,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,10,left,left,index,index,1,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,3,right,right,index,index,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,15,right,right,index,index,3,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,11,right,right,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,8,left,left,index,index,5,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,17,right,right,index,index,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,18,left,left,index,index,3,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,15,left,left,index,index,3,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,18,right,right,index,index,4,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,18,right,right,middle,middle,3,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,18,left,left,middle,middle,3,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,6,left,left,index,index,1,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,2,right,right,middle,middle,2,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,13,left,left,middle,middle,2,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,18,right,right,middle,middle,3,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,18,left,left,middle,middle,5,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,12,left,left,middle,middle,2,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,19,left,left,index,index,5,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,6,left,left,middle,middle,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,16,left,left,index,index,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,15,right,right,middle,middle,4,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,7,left,left,middle,middle,5,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,0,3,right,right,middle,middle,1,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,12,right,right,index,index,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,18,right,right,middle,middle,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,8,right,right,middle,middle,3,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,4,right,right,middle,middle,4,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,16,left,left,index,index,5,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,9,left,left,index,index,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,19,right,right,index,index,4,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,7,right,right,middle,middle,1,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,14,15,right,right,index,index,4,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,15,right,right,middle,middle,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,18,19,right,right,middle,middle,4,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,12,right,right,middle,middle,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,18,left,left,middle,middle,1,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,14,right,right,middle,middle,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,16,right,right,middle,middle,5,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,2,4,right,right,index,index,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,11,right,right,middle,middle,5,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,16,right,right,middle,middle,1,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,12,left,left,middle,middle,3,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,17,left,left,middle,middle,4,1,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,17,left,left,index,index,2,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,14,left,left,index,index,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,11,18,right,right,middle,middle,1,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,14,left,left,index,index,2,3,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,5,15,right,right,middle,middle,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,19,right,right,index,index,1,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,10,19,left,left,index,index,3,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,16,18,right,right,index,index,4,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,1,16,right,right,middle,middle,2,2,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,9,15,right,right,middle,middle,3,2,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,12,18,right,right,middle,middle,4,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,7,9,right,right,middle,middle,5,4,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,6,19,left,left,index,index,3,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,8,9,right,right,middle,middle,2,1,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,13,17,left,left,middle,middle,2,3,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,15,right,right,middle,middle,3,5,2,2,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,12,right,right,middle,middle,2,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,4,16,right,right,index,index,5,5,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,11,12,left,left,middle,middle,3,4,1,1,
ii,miura_distance,edge,translation,id,maximum_curvature,closing,shift_to_mass,3,13,left,left,middle,middle,4,5,1,1,
